tool_type,title,created,updated,custodian,author,description,subject_area,support_name,sql_query,database_name,uw_profile
Report,Contact Information - Unmet Requests,9/10/1930,9/12/2019,University Registrar and Chief Officer of Enrollment Information Services,Andrew Hummel-Schluger,This report provides contact information for all students who have attempted to register for a specified course and been denied for lack of space. Useful for contacting students when new sections are opened. Required parameters are Curriculum and Course Number.,Financial Resources,Enrollment Information Services,"SELECT BienniumYear, SUM(OpenBalAmt) AS BeginningBalance, SUM(DebitSumAmt) AS DebitAmount, SUM(CreditSumAmt) AS CreditAmount FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') GROUP BY BienniumYear ORDER BY BienniumYear",EDWAdminMart,No
Report,Aid Authorization and Disbursement by Year,9/11/2024,10/1/2013,"Director, Student Financial Aid",Colin Sachs,"Displays the dollar amount of aid authorized and disbursed by student number and name for a specified award fund/budget within each quarter over a given aid year. Report is useful for determining if all aid has been disbursed to students over the course of a year, or within a given quarter. For an individual quarter and award fund/budget, see ""Aid Authorized and Disbursed by Quarter"" report. (Similar to: SA70140-D-02)",Financial Resources,Student Accounts Office,"SELECT DISTINCT v.student_name , student_no_char = CASE WHEN LEN(CONVERT(CHAR(7),v. student_no)) = 6 THEN '0' + CONVERT(CHAR(7), v.student_no) WHEN LEN(CONVERT(CHAR(7), v.student_no)) = 5 THEN '00' + CONVERT(CHAR(7), v.student_no) ELSE CONVERT(CHAR(7), v.student_no) END ,v.system_key ,class = CASE WHEN v.class = 1 THEN 'Freshman' WHEN v.class = 2 THEN 'Sophomore' WHEN v.class = 3 THEN 'Junior' WHEN v.class = 4 THEN 'Senior' WHEN v.class = 5 THEN 'Fifth Year' WHEN v.class = 6 THEN 'Non-Matric' WHEN v.class = 8 THEN 'Graduate' WHEN v.class = 11 THEN '1st Year Professional' WHEN v.class = 12 THEN '2nd Year Professional' WHEN v.class = 13 THEN '3rd Year Professional' WHEN v.class = 14 THEN '4th Year Professional' ELSE 'Unknown Class Status' END ,v.admitted_for_yr ,admitted_for_qtr = CASE WHEN v.admitted_for_qtr = 1 THEN 'Winter' WHEN v.admitted_for_qtr = 2 THEN 'Spring' WHEN v.admitted_for_qtr = 3 THEN 'Summer' WHEN v.admitted_for_qtr = 4 THEN 'Autumn' ELSE 'Unknown Quarter' END ,v.tot_graded_attmp ,uwb = (SELECT SUM(tc.course_credits) FROM sec.transcript_courses_taken tc WHERE tc.system_key = v.system_key AND tc.course_branch = 1 AND course_number <500 AND grade_system = 0) ,uwb_gpa = ( SELECT (SUM((CONVERT(DEC(2),grade)/10)*course_credits))/SUM(course_credits) FROM sec.transcript_courses_taken tc WHERE tc.system_key = v.system_key AND tc.course_branch = 1 AND course_number <500 AND grade_system = 0 AND grade NOT IN ('I', 'W','HW','W3','W4','W5','W6','W7','')) ,v.tot_nongrd_earn ,gpa = CASE WHEN v.tot_graded_attmp > 0 THEN (v.tot_grade_points/v.tot_graded_attmp) ELSE 0 END ,current_credits = (SELECT current_credits from sec.registration where system_key = v.system_key AND regis_yr = @Year and regis_qtr = 4) ,mc.major_name ,addr.e_mail_ucs ,addr.local_line_1 ,addr.local_line_2 ,addr.local_city ,addr.local_state ,addr.local_zip_5 FROM sec.student_1 v INNER JOIN sec.student_1_college_major cm ON v.system_key = cm.system_key INNER JOIN sec.sr_major_code mc ON cm.major_abbr = mc.major_abbr AND cm.pathway = mc.major_pathway INNER JOIN sec.registration r ON v.system_key = r.system_key LEFT JOIN sec.transcript t ON v.system_key = t.system_key LEFT JOIN sec.addresses addr ON v.system_key = addr.system_key WHERE r.regis_yr = @Year AND r.regis_qtr = @Quarter AND r.enroll_status = 12 AND cm.major_abbr = 'B BUS' AND (SELECT SUM(tc.course_credits) FROM sec.transcript_courses_taken tc WHERE tc.system_key = v.system_key AND tc.course_branch = 1 AND course_number <500 AND grade_system = 0) >= 30 order by gpa desc",EDWAdminMart,No
Report,Degree Codes,11/4/2013,11/6/2002,University Registrar and Chief Officer of Enrollment Information Services,Randy Byers,"Displays information about degree codes for selected departments. Useful for finding a code when filling out a change of major form or filing a graduation application, or for looking up a degree's tuition category. Required parameters are College and Department.",Financial Resources,Enrollment Information Services,"/*DECLARE @orglevel10 char(10), @budgetgroup char(6), @calmonth char(2), @calyear int , @budgetperiod char(1) SET @orglevel10 = '2540578000' SET @budgetgroup = '5GC' SET @calmonth = '6' SET @calyear = 2010 SET @budgetperiod = 'f'*/ DECLARE @fiscalyear char(4) SET @fiscalyear = CASE WHEN @calmonth BETWEEN 7 AND 12 THEN @calyear + 1 ELSE @calyear END DECLARE @acctngmonth varchar(2) SET @acctngmonth = CASE WHEN @fiscalyear % 2 = 0 AND @calmonth BETWEEN 1 AND 6 THEN @calmonth + 6 WHEN @fiscalyear % 2 = 1 AND @calmonth BETWEEN 7 AND 12 THEN @calmonth + 6 WHEN @fiscalyear % 2 = 1 AND @calmonth BETWEEN 1 AND 5 THEN @calmonth + 18 WHEN @fiscalyear % 2 = 0 AND @calmonth BETWEEN 7 AND 12 THEN @calmonth - 6 ELSE @calmonth + 21 END DECLARE @bienniumyear char(4) SET @bienniumyear = (@fiscalyear - (@fiscalyear % 2) - 1) DECLARE @fiscalYearToUse char(4) SELECT @fiscalYearToUse = CONVERT(char(4), (CASE WHEN (CONVERT(int,@fiscalyear)%2)=0 AND CONVERT(int,@fiscalyear) < (SELECT max(CONVERT(int,fiscalyear)) FROM sec.dimBudgetIndexFY) THEN CONVERT(varchar(4),CONVERT(int,@fiscalyear)+1) ELSE @fiscalyear end)) DECLARE @evenoddfy int SET @evenoddfy = convert(int,@fiscalyear)%2 IF OBJECT_ID('tempdb..#BudgetGroups') IS NOT NULL DROP TABLE #BudgetGroups CREATE TABLE #BudgetGroups (Fiscalyear char(4), Orgcode char(10), OrgDeptCode char(7), OrgDeptName varchar(50), BudgetSuperClassCode char(5), BudgetTypeCode char(2), BudgetClassCode char(2), Budgetnbr char(6), Budgetname varchar(50), BudgetStatusCode char(1), RevenueSource char(2), RevenueSourceDesc varchar(30), RevenueClass char(4), RevenueClassDesc varchar(30), PrincipalInvestigatorID char(9), PrincipalInvestigator varchar(50), ParentSubFlag char(1), BudgetGroup varchar(50), BudgetGroupCode varchar(10)) IF @budgetperiod = 'b' BEGIN INSERT INTO #BudgetGroups (FiscalYear, OrgCode, OrgDeptCode, OrgDeptname, BudgetSuperClassCode, BudgetTypeCode, BudgetClassCode, Budgetnbr, Budgetname, BudgetStatusCode, RevenueSource, RevenueSourceDesc, RevenueClass, RevenueClassDesc, PrincipalInvestigatorID, PrincipalInvestigator, ParentSubFlag, BudgetGroup, BudgetGroupCode) (SELECT DISTINCT BI.FiscalYear, BI.OrgCode , Left(BI.OrgCode,7) 'OrgDeptCode' , OD.OrgDeptName, BTC.budgetsuperclasscode, BTC.budgettypecode, BTC.budgetclasscode, BI.budgetnbr, BI.budgetname, BI.BudgetStatusCode, BI1.RevenueSource, BI1.RevenueSourceDesc,BI1.RevenueClass, BI1.RevenueClassDesc, BI1.PrincipalInvestigatorID, BI1.PrincipalInvestigator, CASE WHEN rtrim(ISNULL(ISNULL(BI1.ParentGrant, LEFT(BI1.ParentBudgetNbr, 2) + RIGHT(BI1.ParentBudgetNbr, 4)), BI1.ParentCapitalProject)) = BI.Budgetnbr THEN 'P' WHEN rtrim(ISNULL(ISNULL(BI1.ParentGrant, LEFT(BI1.ParentBudgetNbr, 2) + RIGHT(BI1.ParentBudgetNbr, 4)), BI1.ParentCapitalProject)) != BI.Budgetnbr AND rtrim(ISNULL(ISNULL(BI1.ParentGrant, LEFT(BI1.ParentBudgetNbr, 2) + RIGHT(BI1.ParentBudgetNbr, 4)), BI1.ParentCapitalProject)) != '' THEN 'S' ELSE '' END AS 'ParentSubFlag', 'Grants and Contracts' AS 'BudgetGroup', '5GC' AS 'BudgetGroupCode' FROM sec.dimBudgetTypeClassFY BTC INNER JOIN sec.dimBudgetIndexFY BI ON BI.budgettypecode = BTC.budgettypecode AND BI.budgetclasscode = BTC.budgetclasscode AND BI.fiscalyear = BTC.fiscalyear AND BI.fiscalyear = @fiscalYearToUse LEFT JOIN (SELECT BudgetNbr FROM ODS.sec.BudgetIndexBudgetOfficeFlag WHERE BienniumYear = @bienniumyear AND index1 = '2' AND BudgetOfficeFlag IN ('2', '3', '4', '5', '6')) BOF ON BI.Budgetnbr = BOF.Budgetnbr LEFT JOIN (SELECT OrgName as 'OrgDeptname', LEFT(OrgCode,7) as 'OrgDeptLevel' FROM sec.dimOrganizationFY WHERE FiscalYear = @fiscalyear and OrgLevelCode in (3,4) GROUP BY OrgName, left(OrgCode,7)) OD ON LEFT(BI.OrgCode,7) = OD.OrgDeptLevel INNER JOIN ODS.sec.BudgetIndex BI1 ON BI1.BudgetNbr = BI.BudgetNbr AND BI1.BienniumYear = @bienniumyear WHERE (BI.budgetTypecode + BI.budgetClassCode != '0552') AND BI.RFAcctngCode = 'R' AND BTC.BudgetSuperClassCode = 'ROF31' AND BI.OrgCode IN (@orglevel10)) SELECT BTC.OrgCode, BTC.OrgDeptCode, BTC.OrgDeptName, BTC.BudgetGroup, BTC.BudgetGroupCode, BTC.BudgetNbr, BTC.BudgetName, (BTC.BudgetTypecode + '-' + BTC.budgetclasscode) AS 'TYPE_CLASS', BTC.BudgetStatusCode, BTC.ParentSubFlag, BTC.RevenueSource, BTC.RevenueSourceDesc,BTC.RevenueClass, BTC.RevenueClassDesc, BTC.PrincipalInvestigator, BTC.PrincipalInvestigatorID, /*Beginning Balance */ SUM(CASE WHEN FS.TranCode IN ('24') AND fs.BudgetPermTempCryFwdCode != 'C' AND cast(FS.Acctngmonth as int) < 3 THEN (FS.SummaryAmt * - 1) ELSE 0 END) AS 'BegBalance', /*New Awards and Adjustments*/ SUM(CASE WHEN FS.TranCode IN ('25') AND fs.BudgetPermTempCryFwdCode != 'C' AND CONVERT(INT, fs.fiscalyear) <= CONVERT(INT, @fiscalyear) THEN (FS.SummaryAmt * -",EDWAdminMart,No
Report,Miscellaneous Student Accounts - Non-Tuition Charge Summary,9/12/2020,10/2/2008,"Director, Student Fiscal Services",Colin Sachs,"This report displays non-tuition based charge code details for charge codes active on SDB for a given year and quarter. It is useful for reviewing the charge amount associated with a charge code for a given quarter, as well as the currently defined maximum possible charge and, in some instances, the charged due date. (Similar to: SDB Report SA70140-D-02)",Financial Resources,Student Accounts Office,"SELECT AcctngMonth, SUM(DebitSumAmt) AS DebitAmount, SUM(CreditSumAmt) AS CreditAmount FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801' and BienniumYear IN (@bienYear) ) GROUP BY AcctngMonth ORDER BY AcctngMonth",EDWAdminMart,No
Report,Current Student Information By Major,9/12/2022,10/2/2010,University Registrar and Chief Officer of Enrollment Information Services,Ann Wunderlin,"Creates a roster with information about currently registered students in a specified major. Displays student demographic information, contact information, majors, and GPAs for students registered in the current quarter. Required parameters are college, department, and major.",Financial Resources,Enrollment Information Services,"SELECT s2di.deg_branch,s2di.deg_earned_yr ,s2di.deg_earned_qtr ,s2di.deg_status ,s2di.deg_title ,v.student_name_lowc ,s1cm.major_abbr ,addr.e_mail_ucs ,v.s1_ins_sevis_id ,v.s1_visa_type ,v.student_no ,v.system_key ,DegQuarter = CASE WHEN s2di.deg_earned_qtr =1 THEN 'Winter' WHEN s2di.deg_earned_qtr =2 THEN 'Spring' WHEN s2di.deg_earned_qtr =3 THEN 'Summer' WHEN s2di.deg_earned_qtr =4 THEN 'Fall' ELSE '--' END ,DegApplication_Status = CASE WHEN s2di.deg_status =3 THEN 'Applied' WHEN s2di.deg_status =4 THEN 'Applied' WHEN s2di.deg_status =5 THEN 'Applied' WHEN s2di.deg_status =9 THEN 'Granted' ELSE '--' END FROM sec.student_1 v INNER JOIN sec.student_1_college_major s1cm ON v.system_key = s1cm.system_key INNER JOIN sec.student_2_uw_degree_info s2di ON v.system_key = s2di.system_key INNER JOIN sec.addresses addr ON v.system_key = addr.system_key WHERE (s2di.deg_branch = 1) AND (s2di.deg_status IN(3,4,5,9)) AND (s2di.deg_earned_yr = @year) AND (s2di.deg_earned_qtr IN (@Quarter)) AND v.s1_visa_type <> '' ORDER BY v.student_name_lowc",EDWAdminMart,No
Report,Current Student Transcript Courses,9/12/2024,10/2/2012,University Registrar and Chief Officer of Enrollment Information Services,Laurel Cheap,"This report displays transcript information for all students who are in a selected major for the current quarter. This report can be used to identify satisfactory progress and for tracking student progress in a major. Current Quarter Reports display data for the current quarter, up until the Thursday before the start of the next term. During Summer and Autumn, these reports display current quarter data through the 2nd Wednesday after the end of the term. During Winter and Spring, the reports d",Financial Resources,Enrollment Information Services,"SELECT s2di.deg_branch,s2di.deg_earned_yr ,s2di.deg_earned_qtr ,s2di.deg_status ,s2di.deg_title ,v.student_name_lowc ,s1cm.major_abbr ,addr.e_mail_ucs ,v.s1_ins_sevis_id ,v.s1_visa_type ,v.student_no ,v.system_key ,DegQuarter = CASE WHEN s2di.deg_earned_qtr =1 THEN 'Winter' WHEN s2di.deg_earned_qtr =2 THEN 'Spring' WHEN s2di.deg_earned_qtr =3 THEN 'Summer' WHEN s2di.deg_earned_qtr =4 THEN 'Fall' ELSE '--' END ,DegApplication_Status = CASE WHEN s2di.deg_status =3 THEN 'Applied' WHEN s2di.deg_status =4 THEN 'Applied' WHEN s2di.deg_status =5 THEN 'Applied' WHEN s2di.deg_status =9 THEN 'Granted' ELSE '--' END FROM sec.student_1 v INNER JOIN sec.student_1_college_major s1cm ON v.system_key = s1cm.system_key INNER JOIN sec.student_2_uw_degree_info s2di ON v.system_key = s2di.system_key INNER JOIN sec.addresses addr ON v.system_key = addr.system_key WHERE (s2di.deg_branch = 1) AND (s2di.deg_status IN(3,4,5,9)) AND (s2di.deg_earned_yr = @year) AND (s2di.deg_earned_qtr IN (@Quarter)) AND v.s1_visa_type <> '' ORDER BY v.student_name_lowc",EDWAdminMart,No
Report,Student Degree Information,10/1/2015,10/3/2006,University Registrar and Chief Officer of Enrollment Information Services,Bill Abella,"Creates a roster of students who have applied for and/or been granted a degree for one or more years or quarters. Displays contact information, demographics, and academic performance indicators. Required parameters are quarter, college, department, and degree. October 2015 Update: New features include being about to choose from Majors or Minors, Filter on Degree Level, Pull information from student_2_uw_degree_infor for Granted (9) Degrees and Filter Parameter for Report Type 1) Display only D",Financial Resources,Enrollment Information Services,"SELECT r.ReportKey, r.ReportHidden, r.ReportFolder, r.ReportName, --r.ReportTypeCd, lr.ReportFolder AS LinkedReportFolder, lr.ReportName AS LinkedReportName, Max(el.TimeStart) AS LastRunDate, Count(el.ExecutionLogKey) AS Executions, Sum(CASE WHEN sc.StatusDesc = 'rsSuccess' THEN 1 ELSE 0 END) AS Succeeded, Sum(CASE WHEN sc.StatusDesc = 'rsSuccess' OR sc.StatusDesc Is Null THEN 0 ELSE 1 END) AS Failed, Sum(CASE WHEN sc.StatusDesc = 'rsSuccess' THEN DateDiff(ms,el.TimeStart,el.TimeEnd) ELSE 0 END) AS TotalRunMSs, Sum(CASE WHEN sc.StatusDesc = 'rsSuccess' THEN el.ByteCount ELSE 0 END) AS TotalBytes, Sum(CASE WHEN sc.StatusDesc = 'rsSuccess' THEN el.[RowCount] ELSE 0 END) AS TotalRows FROM sec.RSReport AS r LEFT JOIN sec.RSReport AS lr ON r.LinkedReportUID = lr.ReportUID LEFT JOIN sec.RSExecutionLog AS el ON r.ReportKey = el.ReportKey AND DATEDIFF(day, el.TimeStart, GetDate()) <= @days LEFT JOIN sec.RSExecStatus AS sc ON el.StatusKey = sc.StatusKey WHERE r.ReportKey > 0 --AND r.ReportDeleted = 0 AND r.ReportName Not Like '%_sub' GROUP BY r.ReportKey, r.ReportHidden, r.ReportFolder, r.ReportName, lr.ReportFolder, lr.ReportName ORDER BY r.ReportFolder, r.ReportHidden, r.ReportName",EDWAdminMart,No
Report,Current Student Information By Minor,10/1/2022,10/3/2013,University Registrar and Chief Officer of Enrollment Information Services,Ann Wunderlin,"Creates a roster with contact information for currently registered students in a specified minor. Displays student demographic information, majors, and academic information. Required parameters are college, department, and minor.",Financial Resources,Enrollment Information Services,"SELECT DISTINCT s1.system_key, s1.student_no, s1.student_name, a.appl_status, aps.appl_stat_descrip, Appl_Qtr = CASE WHEN a.appl_qtr = 1 THEN 'Winter' WHEN a.appl_qtr = 2 THEN 'Spring' WHEN a.appl_qtr = 3 THEN 'Summer' WHEN a.appl_qtr = 4 THEN 'Autumn' END, a.appl_yr, a.appl_type, Appl_level = CASE when a.appl_type = '1' then 'FR' when a.appl_type = '2' then 'UG 2yr' when a.appl_type = '4' then 'UG 4yr' when a.appl_type = '6' OR a.appl_type = 'R' then 'UG (Returning)' when a.appl_type = '5' then '5YR' when a.appl_type = 'N'OR a.appl_type = 'P' then 'NM' when a.appl_type = '7' then 'GR (Returning)' when a.appl_type = 'G' then 'GR (Gradute)' when a.appl_type = 'E' then 'GNM' when a.appl_type = 'P' then 'PRO' ELSE 'No Appl Type' END, a.appl_rcvd_dt, ar.req_major_abbr, cm.major_abbr, r.advising_date, r.advising_type, AdviseType = CASE WHEN r.advising_type= 'O' THEN 'Orientation' Else 'Other' END FROM UWSDBDataStore.sec.student_1 s1 INNER JOIN UWSDBDataStore.sec.sr_adm_appl a on s1.system_key = a.system_key INNER JOIN UWSDBDataStore.sec.sr_adm_appl_req_col_major ar on a.appl_yr = ar.appl_yr and a.appl_qtr = ar.appl_qtr and a.appl_no = ar.appl_no and a.system_key = ar.system_key INNER JOIN UWSDBDataStore.sec.sys_tbl_72_appl_status aps on a.appl_status = cast(aps.table_key as int) LEFT JOIN UWSDBDataStore.sec.sr_adm_appl_college_major cm on a.system_key = cm.system_key and a.appl_no = cm.appl_no and a.appl_qtr = cm.appl_qtr and a.appl_yr = cm.appl_yr and a.appl_branch = cm.branch LEFT JOIN UWSDBDataStore.sec.registration r ON a.system_key = r.system_key AND a.appl_yr = r.regis_yr AND a.appl_qtr = r.regis_qtr AND r.enroll_status = 12 WHERE a.appl_branch = 1 and a.appl_yr = @Year and a.appl_qtr = @Quarter and a.appl_type IN ('2','4','5','6','N','R') AND a.appl_status IN (15,16) and (ar.req_major_abbr = 'B PRE' or cm.major_abbr = 'B PRE')",EDWAdminMart,No
Report,Current Student Registration Courses,10/1/2025,10/3/2016,University Registrar and Chief Officer of Enrollment Information Services,Laurel Cheap,"Displays current registration information for all students in a selected major. Useful for tracking majors and satisfactory progress . Required parameters are quarter, college, and department.",Financial Resources,Enrollment Information Services,"SELECT DISTINCT s1.system_key, s1.student_no, s1.student_name, a.appl_status, aps.appl_stat_descrip, Appl_Qtr = CASE WHEN a.appl_qtr = 1 THEN 'Winter' WHEN a.appl_qtr = 2 THEN 'Spring' WHEN a.appl_qtr = 3 THEN 'Summer' WHEN a.appl_qtr = 4 THEN 'Autumn' END, a.appl_yr, a.appl_type, Appl_level = CASE when a.appl_type = '1' then 'FR' when a.appl_type = '2' then 'UG 2yr' when a.appl_type = '4' then 'UG 4yr' when a.appl_type = '6' OR a.appl_type = 'R' then 'UG (Returning)' when a.appl_type = '5' then '5YR' when a.appl_type = 'N'OR a.appl_type = 'P' then 'NM' when a.appl_type = '7' then 'GR (Returning)' when a.appl_type = 'G' then 'GR (Gradute)' when a.appl_type = 'E' then 'GNM' when a.appl_type = 'P' then 'PRO' ELSE 'No Appl Type' END, a.appl_rcvd_dt, ar.req_major_abbr, cm.major_abbr, r.advising_date, r.advising_type, AdviseType = CASE WHEN r.advising_type= 'O' THEN 'Orientation' Else 'Other' END FROM UWSDBDataStore.sec.student_1 s1 INNER JOIN UWSDBDataStore.sec.sr_adm_appl a on s1.system_key = a.system_key INNER JOIN UWSDBDataStore.sec.sr_adm_appl_req_col_major ar on a.appl_yr = ar.appl_yr and a.appl_qtr = ar.appl_qtr and a.appl_no = ar.appl_no and a.system_key = ar.system_key INNER JOIN UWSDBDataStore.sec.sys_tbl_72_appl_status aps on a.appl_status = cast(aps.table_key as int) LEFT JOIN UWSDBDataStore.sec.sr_adm_appl_college_major cm on a.system_key = cm.system_key and a.appl_no = cm.appl_no and a.appl_qtr = cm.appl_qtr and a.appl_yr = cm.appl_yr and a.appl_branch = cm.branch LEFT JOIN UWSDBDataStore.sec.registration r ON a.system_key = r.system_key AND a.appl_yr = r.regis_yr AND a.appl_qtr = r.regis_qtr AND r.enroll_status = 12 WHERE a.appl_branch = 1 and a.appl_yr = @Year and a.appl_qtr = @Quarter and a.appl_type IN ('2','4','5','6','N','R') AND a.appl_status IN (15,16) and (ar.req_major_abbr = 'B PRE' or cm.major_abbr = 'B PRE')",EDWAdminMart,No
Report,Current Student Transcript Quarterly Summary,10/3/2022,10/5/2011,University Registrar and Chief Officer of Enrollment Information Services,Laurel Cheap,"Displays quarterly transcript summary information for students in a selected major for a selected quarter. Useful for tracking quarterly progress, and you can click through to full transcript information for an individual student. Required parameters are Quarter, College, Department, and Major.",Financial Resources,Enrollment Information Services,"SELECT DISTINCT Person.PersonKey, Person.Name, Person.PreferredName, Person.FirstMiddleLastName, Person.UWNetId, Contact.PrimaryTitle, Contact.PrimaryDeptName, Contact.PrimaryWorkPhone, Contact.PrimaryWorkPhoneExt, Contact.HomeDeptCampusMailbox, Contact.HomeDeptName, Contact.HomeDeptOrgCode, Contact.CollegeOrgCode, Contact.CollegeOrgName, Contact.AltTitle, Contact.AltDeptName, Contact.PersonalCampusMailbox, Contact.HomePhone, Contact.PrimaryUWEmailAddr, Contact.AltUWEmailAddr, Contact.OnOffCampusCode, Contact.OnOffCampusDesc, Person.IdNbr, Contact.DirectoryInfoReleaseCode, Contact.DirectoryInfoReleaseDesc, ODS_HEPPS.sec.Appointment .EndDate, ODS_HEPPS.sec.Appointment .DeptOrgCode, ODS_HEPPS.sec.Appointment .DeptOrgName, ODS_HEPPS.sec.Appointment .JobClassCode, ODS_HEPPS.sec.Appointment .JobClass, ODS_HEPPS.sec.Appointment .Status, ODS_HEPPS.sec.Appointment .StatusCode, ODS_HEPPS.sec.Appointment .ApptTerm, ODS_HEPPS.sec.Appointment .PercentOfFulltime, ODS_HEPPS.sec.Appointment .PayCycleSchedule, ODS_HEPPS.sec.Appointment .FTE, Contact.AcademicHomeDeptOrgCode, Contact.AcadmicHomeDeptName, ODS_HEPPS.sec.Appointment .PaidApptCode, ODS_HEPPS.sec.Appointment .PaidApptCodeDesc, ODS_HEPPS.sec.JobClassification .PayRateCode, ODS_HEPPS.sec.JobClassification .PayRateDesc, ODS_HEPPS.sec.JobClassification .ECSCode, ODS_HEPPS.sec.JobClassification .ECSDesc, ODS_HEPPS.sec.JobClassification .AcademicGroupCode, ODS_HEPPS.sec.JobClassification .AcademicGroupDesc FROM ODS_HEPPS.sec.Person AS Person INNER JOIN ODS_HEPPS.sec.Contact AS Contact ON Person.PersonKey = Contact.PersonKey INNER JOIN ODS_HEPPS.sec.Appointment ON Person.PersonKey = ODS_HEPPS.sec.Appointment .PersonKey INNER JOIN ODS_HEPPS.sec.JobClassification ON ODS_HEPPS.sec.Appointment .JobClassCode = ODS_HEPPS.sec.JobClassification .JobClassCode WHERE (ODS_HEPPS.sec.Appointment .StatusCode = 'A') AND (Contact.PersonalCampusMailbox <> 351272) AND (ODS_HEPPS.sec.Appointment .ECSCode != 'R') ORDER BY Person.Name",EDWAdminMart,No
Report,Current Student Transfer Summary,10/3/2024,10/5/2013,University Registrar and Chief Officer of Enrollment Information Services,Laurel Cheap,"Creates a roster of currently-registered transfer students within a selected major and provides a summary of information about the students' prior schools. Useful for a quick overview of prior academic work, and also allows access to full transcript details for individual students. Required parameters are College, Department, and Major.",Financial Resources,Enrollment Information Services,"SELECT GLProcessingDate, TransBatchNbr AS FASRunNbr, TransTypeCode AS TransCode, SUM(RecordCount) RecordCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '1160') AND (BienniumYear = @bienyr) AND (AcctngMonth = @acctmonth) GROUP BY AcctngMonth, GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",EDWAdminMart,No
