TermTitle,TermDefinition,ReportTitle,document_id
UW Student Email Address,A UW student email address is created for a student through Identity and Access Management (IAM) and Student Systems processes. The email address consists of a student-generated alias and a specific UW domain.,Student Athletes Earning,150
Student Name,"<p>Student Name is an identifier captured during the application process using MyGrad, on-line application for undergraduates, or paper applications. This name is considered the name of record.</p>",Student Athletes Earning,150
Student Athlete,A student-athlete is a participant in a sport sponsored by the Department of Intercollegiate Athletics as a member of the NCAA.,Student Athletes Earning,150
Current Student Athlete,<p>A Current Student-Athlete is a student whose enrollment was solicited by a member of the athletics staff or an athletics representative with a view toward the student's ultimate participation in the intercollegiate athletics program.</p>,Student Athletes Earning,150
Honors Degree,"<p>An Honors Degree is a degree that is granted with an Honors distinction in the degree name, such as graduating &ldquo;With Interdisciplinary Honors; for Interdisciplinary Honors, &ldquo;With College Honors in [major]; for College Honors, or &ldquo;with Honors in [major]; for Departmental Honors.</p>",Student Degree Information,17
Credential,"<p>An academic credential is a degree, certification, or other documentation conferred by the university as an indication of the completion of one or more courses of study.</p>",Student Degree Information,17
Program of Study,"<p>A prescribed grouping of learning units such as courses, activities, competencies, learning objectives, and/or institutional/core requirements that are intended to facilitate the understanding of a particular body of knowledge. Programs may also include requirements as to the order, timing, performance, and results (e.g. GPA) of the grouping of learning units that make up a program. The end result of a completed program is an acknowledged level of accomplishment or a credential (e.g. certificate, degree, minor).</p>",Student Degree Information,17
Veteran,An individual who has served in the United States Armed Forces.,Student Degree Information,17
Minor,"<p>A minor is a transcriptable additional area of specialization (25-35 credits) for undergraduates only. Students are not required to have a minor, but may complete up to three in addition to a major.</p>",Student Degree Information,17
Disability,"According to UW Policy, a disability is a physical or mental impairment that substantially limits one or more major life activities. Major life activities related to education include, but are not limited to: walking, sleeping, eating, learning, reading, writing, processing, hearing, etc.<br>",Student Degree Information,17
Permanent Address,"<p>The permanent address is a postal-recognized location (NOT a PO Box) which an applicant, student, or former student identifies as their permanent address on their application. It should be the same as a parent or legal guardian address if they are a dependent. It could be the same as their ""local"" address. If they are not a dependent, it could be the same as the &ldquo;local; address or simply the student&rsquo;s permanent home base for legal purposes. If they are an international student, the permanent address cannot be a U.S. address. (See Usage section below for more information from ISS.)</p>",Student Degree Information,17
Local Address,<p>Local Address is a postal-recognized location of a student and is used when the student is actively attending classes at the UW.</p>,Student Degree Information,17
Degree,"Formal award at the Bachelor's,&nbsp;Master's, Doctoral or Professional&nbsp;level conferred by the&nbsp;University&nbsp;as official recognition for the successful completion of a program of study.",Student Degree Information,17
Student: Visa Type,"Student: Visa Type is the information provided by a student or applicant about their current or intended U.S. immigration status. This term Student: Visa Type is different from, but includes the same values as, the Student Visa types of F1, J1, M1. The visa type can change over time; students may apply for admission with one type, begin enrollment, and have it changed to a new type. SDB does not store historic Visa Type information.",Student Degree Information,17
External Email,"<p>A student external email consists of a user alias and any number of non-UW affiliated domains separated by an ""@"". This is different from the UW Student Email Address which uses the UW domain, @uw.edu.</p>",Student Degree Information,17
Academic Year,"<p>Academic Year begins with the Summer quarter and includes the following Fall, Winter and Spring quarters. Example: Academic Year 2002-03 is Summer 2002, Fall 2002, Winter 2003 and Spring 2003.</p>",Student Degree Information,17
Academic Quarter,"The University of Washington operates on the quarter system. Within an Academic Year, the sequence of Academic Quarters is: Summer, Fall, Winter, Spring.&nbsp;The Academic Calendar specifies the? schedule of the Academic Quarters within a given year.<br>",Student Degree Information,17
Enrollment Status,Enrollment Status denotes a student's most recent relationship to registration for a given quarter in which the student has had course registration within that quarter.,Student Degree Information,17
Campus,"Term used to distinguish between UW Seattle, UW Bothell and UW Tacoma. UW units map to these Campuses through the Organization Code.",Student Degree Information,17
College,"Conceptually, College refers to the aggregation of one or more academic departments into a broader academic organizational unit, supervised by a Dean. Functionally, College is one component of the hierarchy codified by the Organization Code; in that hierarchy, all units - including administrative ones - are grouped into ""Colleges"".",Student Degree Information,17
Department,<p>?An organizational unit at the University of Washington. Departments are identified by a unique Organization Code at the seven-digit level.</p>,Student Degree Information,17
Degree Level,"Degree Level refers to the level of the academic award conferred to a student: Bachelor's, Master's, Graduate Certificate, Educational Specialist, Doctoral or Professional.",Student Degree Information,17
Resident,"<p>A Student Resident of Washington state, for tuition and fee purposes, is determined according to the Washington Administrative Code (WAC) 250-18-020: <a title=""Follow link"" href=""http://apps.leg.wa.gov/WAC/default.aspx?cite=250-18-020"">http://apps.leg.wa.gov/WAC/default.aspx?cite=250-18-020</a></p>",Student Degree Information,17
Student Ethnicity,"<p>Student Ethnicity refers to whether a student identifies as Hispanic/Latino or not. Hispanic/Latino means a person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race.</p>",Student Degree Information,17
Family Educational Rights and Privacy Act,"<p>The Family Educational Rights and Privacy Act (FERPA) is a federal law that affords parents the right to have access to their children's education records, the right to seek to have the records amended, and the right to consent to the disclosure of personally identifiable information from education records, except as provided by law. When a student turns 18 years old, or enters a postsecondary institution at any age, the rights under FERPA transfer from the parents to the student (eligible student). FERPA applies to schools that receive funds under any program administered by the Secretary of Education. Education records are records that are 1) directly related to a student; and 2) maintained by an educational agency or institution or by a party acting for the agency or institution.</p>",Student Degree Information,17
Student Number,"Student Number is a unique, numerical student identifier issued during the admission process.",Student Degree Information,17
Student Name,"<p>Student Name is an identifier captured during the application process using MyGrad, on-line application for undergraduates, or paper applications. This name is considered the name of record.</p>",Student Degree Information,17
Preferred Name,<p>Preferred name refers to an identification that an individual wishes to use that may differ from their legal name on legal documents and/or may differ from the name that is listed on a student&rsquo,Student Degree Information,17
UW Student Email Address,A UW student email address is created for a student through Identity and Access Management (IAM) and Student Systems processes. The email address consists of a student-generated alias and a specific UW domain.,Student Degree Information,17
Student Class,"<p>Student Class is an indicator of the progress the student has made in his or her studies at a given Student Level.&nbsp;</p>  <p>At the Undergraduate Level, Student Class distinguishes between:</p>  <ul>  <li>Freshmen (students who accumulated 0 to 44.5 Academic Credits)</li>  <li>Sophomores&nbsp;(students who accumulated&nbsp;45 to 89.5&nbsp;Academic Credits)</li>  <li>Juniors&nbsp;(students who accumulated 90 to 134.5&nbsp;Academic Credits)</li>  <li>Seniors (students who accumulated more than 135 Academic Credits)</li>  <li>Non-matriculated students (those not pursuing a Baccalaureate degree)</li>  <li>Visitors (those pursuing a Baccalaureate degree at another institution)</li>  </ul>  <p>At the Post-Baccalaureate level, Student Class distinguishes visiting students from the remaining students.</p>  <p>At the Graduate level, Student Class distinguishes between:</p>  <ul>  <li>Master students</li>  <li>Educational specialist students</li>  <li>Doctoral students</li>  <li>Practice doctorate students</li>  <li>Graduate non-matriculated students</li>  <li>Visiting students</li>  </ul>  <p>Finally, at the professional level, Student Class is an indicator of a student's year in the program (1 through 4), or the student's visitor status.&nbsp;</p>",Student Degree Information,17
Student Birth Date,"The date of birth of the student in the format of four digit year, month, and day.",Student Degree Information,17
UW Grade Point Average,"The University's grade point average is a weighted average of student grades that serves as a measure of the student's academic performance during a quarter, from the beginning of the student's studies at a given level (Cumulative GPA), or upon graduation (Degree GPA). It is expressed on a decimal scale from 0.00 to 4.00.<br>",Student Degree Information,17
Underrepresented Minority Status,"A student is classified as having Underrepresented Minority (URM) Status if that student identifies with either:  <ul>  <li>a Hispanic/Latino ethnicity, OR</li>  <li>one or more of the following racial groups: Hawaiian/Pacific Islander, American Indian, or African-American</li>  </ul>",Student Degree Information,17
Academic Credit,<p>Academic Credit is a basic measure of progress toward the completion of an academic program. It is assigned to a course by an academic department and approved by the University.&nbsp,Student Degree Information,17
Transfer Credit,Transfer Credit is credit earned at another institution that is accepted by the UW and may be applied toward a degree.<br>,Student Degree Information,17
Extension Credit,Extension Credit refers to credit earned through special examination or by completing certain courses offered as extension courses. Such credits are not included in the UW grade-point average.,Student Degree Information,17
Major,<p>A major is a specific field of study into which a student matriculates.</p>,Student Degree Information,17
Gender,<p>There are currently discussions at the UW to define this per national standards. A definition is forthcoming.</p>,"Student Grade Report by Curriculum, Course and Section",144
Enrolled Student,"A student is considered enrolled if that student is a Registered Student on a particular day of reference. The most common day of reference is Academic Census Day, though first day of quarter, end of quarter and end of academic year may also be used.","Student Grade Report by Curriculum, Course and Section",144
Disability,"According to UW Policy, a disability is a physical or mental impairment that substantially limits one or more major life activities. Major life activities related to education include, but are not limited to: walking, sleeping, eating, learning, reading, writing, processing, hearing, etc.<br>","Student Grade Report by Curriculum, Course and Section",144
Degree,"Formal award at the Bachelor's,&nbsp;Master's, Doctoral or Professional&nbsp;level conferred by the&nbsp;University&nbsp;as official recognition for the successful completion of a program of study.","Student Grade Report by Curriculum, Course and Section",144
Major,<p>A major is a specific field of study into which a student matriculates.</p>,"Student Grade Report by Curriculum, Course and Section",144
Academic Credit,<p>Academic Credit is a basic measure of progress toward the completion of an academic program. It is assigned to a course by an academic department and approved by the University.&nbsp,"Student Grade Report by Curriculum, Course and Section",144
Departmental Grade Point Average,"The Departmental GPA is a measurement of student success that includes all of the coursework taken in a given department in the calculation. A department may have one curricular abbreviation, or many. If many, all are included in calculating Departmental GPA. It includes courses taken in a given department that don't necessarily apply toward meeting major/program requirements.","Student Grade Report by Curriculum, Course and Section",144
Cumulative Grade Point Average,The Cumulative GPA is an average of student grades weighted by the number of credits associated with each grade. It serves as a measure of the student's academic performance since the beginning of the student's studies at a given Student Level. It is expressed on a decimal scale from 0.00 to 4.00. Contrast Cumulative GPA with the terms UW GPA and Degree GPA,"Student Grade Report by Curriculum, Course and Section",144
Academic Year,"<p>Academic Year begins with the Summer quarter and includes the following Fall, Winter and Spring quarters. Example: Academic Year 2002-03 is Summer 2002, Fall 2002, Winter 2003 and Spring 2003.</p>","Student Grade Report by Curriculum, Course and Section",144
Academic Quarter,"The University of Washington operates on the quarter system. Within an Academic Year, the sequence of Academic Quarters is: Summer, Fall, Winter, Spring.&nbsp;The Academic Calendar specifies the? schedule of the Academic Quarters within a given year.<br>","Student Grade Report by Curriculum, Course and Section",144
Curriculum,"An academic discipline or body of knowledge, e.g.&nbsp;biology, astronomy, linguistics, or music. Curriculum abbreviations or codes are commonly used as part of a course identifier to classify course offerings according to their academic discipline. For example, the course BIOL 101 belongs to the Biology curriculum.","Student Grade Report by Curriculum, Course and Section",144
Campus,"Term used to distinguish between UW Seattle, UW Bothell and UW Tacoma. UW units map to these Campuses through the Organization Code.","Student Grade Report by Curriculum, Course and Section",144
College,"Conceptually, College refers to the aggregation of one or more academic departments into a broader academic organizational unit, supervised by a Dean. Functionally, College is one component of the hierarchy codified by the Organization Code; in that hierarchy, all units - including administrative ones - are grouped into ""Colleges"".","Student Grade Report by Curriculum, Course and Section",144
Department,<p>?An organizational unit at the University of Washington. Departments are identified by a unique Organization Code at the seven-digit level.</p>,"Student Grade Report by Curriculum, Course and Section",144
Course Number,"Course Number is a 3-digit number used in conjunction with a Curriculum code to&nbsp;identify a specific course. For Example: DXARTS 452 refers to the course&nbsp;""Experiments in Digital Video: The Architecture of Time II"" within the ""Digital Arts&nbsp;and Experimental Media"" (DXARTS) Curriculum.","Student Grade Report by Curriculum, Course and Section",144
Course Section,"Course instruction is provided&nbsp;in Course Sections. Students who wish to&nbsp;enroll in&nbsp;a given Course do so by registering for a Course Section displayed in the time schedule. Course Sections are identified by a distinct combination of year, quarter, curriculum code, course number, and section id. Note that not all Course Sections represent unique physical instantiations of instruction. See the definition of Joint Course Section for further details.","Student Grade Report by Curriculum, Course and Section",144
Grade,<p>A university-recognized symbol signifying a student's performance level in a course. Only decimal-reported grades are used to derive cumulative grade points to calculate GPA.</p>,"Student Grade Report by Curriculum, Course and Section",144
Student Class,"<p>Student Class is an indicator of the progress the student has made in his or her studies at a given Student Level.&nbsp;</p>  <p>At the Undergraduate Level, Student Class distinguishes between:</p>  <ul>  <li>Freshmen (students who accumulated 0 to 44.5 Academic Credits)</li>  <li>Sophomores&nbsp;(students who accumulated&nbsp;45 to 89.5&nbsp;Academic Credits)</li>  <li>Juniors&nbsp;(students who accumulated 90 to 134.5&nbsp;Academic Credits)</li>  <li>Seniors (students who accumulated more than 135 Academic Credits)</li>  <li>Non-matriculated students (those not pursuing a Baccalaureate degree)</li>  <li>Visitors (those pursuing a Baccalaureate degree at another institution)</li>  </ul>  <p>At the Post-Baccalaureate level, Student Class distinguishes visiting students from the remaining students.</p>  <p>At the Graduate level, Student Class distinguishes between:</p>  <ul>  <li>Master students</li>  <li>Educational specialist students</li>  <li>Doctoral students</li>  <li>Practice doctorate students</li>  <li>Graduate non-matriculated students</li>  <li>Visiting students</li>  </ul>  <p>Finally, at the professional level, Student Class is an indicator of a student's year in the program (1 through 4), or the student's visitor status.&nbsp;</p>","Student Grade Report by Curriculum, Course and Section",144
Resident,"<p>A Student Resident of Washington state, for tuition and fee purposes, is determined according to the Washington Administrative Code (WAC) 250-18-020: <a title=""Follow link"" href=""http://apps.leg.wa.gov/WAC/default.aspx?cite=250-18-020"">http://apps.leg.wa.gov/WAC/default.aspx?cite=250-18-020</a></p>","Student Grade Report by Curriculum, Course and Section",144
Student Ethnicity,"<p>Student Ethnicity refers to whether a student identifies as Hispanic/Latino or not. Hispanic/Latino means a person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race.</p>","Student Grade Report by Curriculum, Course and Section",144
Family Educational Rights and Privacy Act,"<p>The Family Educational Rights and Privacy Act (FERPA) is a federal law that affords parents the right to have access to their children's education records, the right to seek to have the records amended, and the right to consent to the disclosure of personally identifiable information from education records, except as provided by law. When a student turns 18 years old, or enters a postsecondary institution at any age, the rights under FERPA transfer from the parents to the student (eligible student). FERPA applies to schools that receive funds under any program administered by the Secretary of Education. Education records are records that are 1) directly related to a student; and 2) maintained by an educational agency or institution or by a party acting for the agency or institution.</p>","Student Grade Report by Curriculum, Course and Section",144
Student Number,"Student Number is a unique, numerical student identifier issued during the admission process.","Student Grade Report by Curriculum, Course and Section",144
Student Name,"<p>Student Name is an identifier captured during the application process using MyGrad, on-line application for undergraduates, or paper applications. This name is considered the name of record.</p>","Student Grade Report by Curriculum, Course and Section",144
Preferred Name,<p>Preferred name refers to an identification that an individual wishes to use that may differ from their legal name on legal documents and/or may differ from the name that is listed on a student&rsquo,"Student Grade Report by Curriculum, Course and Section",144
UW Student Email Address,A UW student email address is created for a student through Identity and Access Management (IAM) and Student Systems processes. The email address consists of a student-generated alias and a specific UW domain.,"Student Grade Report by Curriculum, Course and Section",144
Student Birth Date,"The date of birth of the student in the format of four digit year, month, and day.","Student Grade Report by Curriculum, Course and Section",144
Veteran,An individual who has served in the United States Armed Forces.,"Student Grade Report by Curriculum, Course and Section",144
VA Education Benefit Type,"The University of Washington tracks individuals receiving education benefits from the Department of Veterans Affairs (VA). Whenever a student currently receiving VA education benefits contacts the Veterans Education Benefits Office on the Seattle campus, the Veteran and Military Resource Center on the Tacoma campus, or the Veteran Services on the Bothell campus, the student�s record in the system will be updated to reflect the post-Sept&nbsp; 2014 scheme (that is to say, there�s a differentiation between veterans and their dependents, and between federal and state benefits granted). However, the fact remains that, prior to Sept. 2014, we cannot say with certainty how many current or former service members we have on campus; we only know of the ones who�ve been in contact with the different offices.","Student Grade Report by Curriculum, Course and Section",144
Schedule Line Number,This number uniquely identifies each Course Section in the Time Schedule for a given Academic Quarter.,"Student Grade Report by Curriculum, Course and Section",144
Credential,"<p>An academic credential is a degree, certification, or other documentation conferred by the university as an indication of the completion of one or more courses of study.</p>",Student Grade Report by Major,135
Degree,"Formal award at the Bachelor's,&nbsp;Master's, Doctoral or Professional&nbsp;level conferred by the&nbsp;University&nbsp;as official recognition for the successful completion of a program of study.",Student Grade Report by Major,135
Enrollment Status,Enrollment Status denotes a student's most recent relationship to registration for a given quarter in which the student has had course registration within that quarter.,Student Grade Report by Major,135
Grade,<p>A university-recognized symbol signifying a student's performance level in a course. Only decimal-reported grades are used to derive cumulative grade points to calculate GPA.</p>,Student Grade Report by Major,135
Course Section,"Course instruction is provided&nbsp;in Course Sections. Students who wish to&nbsp;enroll in&nbsp;a given Course do so by registering for a Course Section displayed in the time schedule. Course Sections are identified by a distinct combination of year, quarter, curriculum code, course number, and section id. Note that not all Course Sections represent unique physical instantiations of instruction. See the definition of Joint Course Section for further details.",Student Grade Report by Major,135
Course Number,"Course Number is a 3-digit number used in conjunction with a Curriculum code to&nbsp;identify a specific course. For Example: DXARTS 452 refers to the course&nbsp;""Experiments in Digital Video: The Architecture of Time II"" within the ""Digital Arts&nbsp;and Experimental Media"" (DXARTS) Curriculum.",Student Grade Report by Major,135
Curriculum,"An academic discipline or body of knowledge, e.g.&nbsp;biology, astronomy, linguistics, or music. Curriculum abbreviations or codes are commonly used as part of a course identifier to classify course offerings according to their academic discipline. For example, the course BIOL 101 belongs to the Biology curriculum.",Student Grade Report by Major,135
Underrepresented Minority Status,"A student is classified as having Underrepresented Minority (URM) Status if that student identifies with either:  <ul>  <li>a Hispanic/Latino ethnicity, OR</li>  <li>one or more of the following racial groups: Hawaiian/Pacific Islander, American Indian, or African-American</li>  </ul>",Student Grade Report by Major,135
Departmental Grade Point Average,"The Departmental GPA is a measurement of student success that includes all of the coursework taken in a given department in the calculation. A department may have one curricular abbreviation, or many. If many, all are included in calculating Departmental GPA. It includes courses taken in a given department that don't necessarily apply toward meeting major/program requirements.",Student Grade Report by Major,135
Cumulative Grade Point Average,The Cumulative GPA is an average of student grades weighted by the number of credits associated with each grade. It serves as a measure of the student's academic performance since the beginning of the student's studies at a given Student Level. It is expressed on a decimal scale from 0.00 to 4.00. Contrast Cumulative GPA with the terms UW GPA and Degree GPA,Student Grade Report by Major,135
Intended Major,"Intended majors are the majors indicated by students at registration, including students who intend to apply for competitive majors such as Engineering or Nursing.",Student Grade Report by Major,135
Gender,<p>There are currently discussions at the UW to define this per national standards. A definition is forthcoming.</p>,Student Grade Report by Major,135
Academic Year,"<p>Academic Year begins with the Summer quarter and includes the following Fall, Winter and Spring quarters. Example: Academic Year 2002-03 is Summer 2002, Fall 2002, Winter 2003 and Spring 2003.</p>",Student Grade Report by Major,135
Academic Quarter,"The University of Washington operates on the quarter system. Within an Academic Year, the sequence of Academic Quarters is: Summer, Fall, Winter, Spring.&nbsp;The Academic Calendar specifies the? schedule of the Academic Quarters within a given year.<br>",Student Grade Report by Major,135
Transcript,"<p>?A student's transcript is&nbsp;a permanent academic record of courses taken, grades and degrees received, academic status, and honors.</p>",Student Grade Report by Major,135
College,"Conceptually, College refers to the aggregation of one or more academic departments into a broader academic organizational unit, supervised by a Dean. Functionally, College is one component of the hierarchy codified by the Organization Code; in that hierarchy, all units - including administrative ones - are grouped into ""Colleges"".",Student Grade Report by Major,135
Department,<p>?An organizational unit at the University of Washington. Departments are identified by a unique Organization Code at the seven-digit level.</p>,Student Grade Report by Major,135
Major,<p>A major is a specific field of study into which a student matriculates.</p>,Student Grade Report by Major,135
Program of Study,"<p>A prescribed grouping of learning units such as courses, activities, competencies, learning objectives, and/or institutional/core requirements that are intended to facilitate the understanding of a particular body of knowledge. Programs may also include requirements as to the order, timing, performance, and results (e.g. GPA) of the grouping of learning units that make up a program. The end result of a completed program is an acknowledged level of accomplishment or a credential (e.g. certificate, degree, minor).</p>",Student Grade Report by Major,135
Minor,"<p>A minor is a transcriptable additional area of specialization (25-35 credits) for undergraduates only. Students are not required to have a minor, but may complete up to three in addition to a major.</p>",Student Grade Report by Major,135
Student Class,"<p>Student Class is an indicator of the progress the student has made in his or her studies at a given Student Level.&nbsp;</p>  <p>At the Undergraduate Level, Student Class distinguishes between:</p>  <ul>  <li>Freshmen (students who accumulated 0 to 44.5 Academic Credits)</li>  <li>Sophomores&nbsp;(students who accumulated&nbsp;45 to 89.5&nbsp;Academic Credits)</li>  <li>Juniors&nbsp;(students who accumulated 90 to 134.5&nbsp;Academic Credits)</li>  <li>Seniors (students who accumulated more than 135 Academic Credits)</li>  <li>Non-matriculated students (those not pursuing a Baccalaureate degree)</li>  <li>Visitors (those pursuing a Baccalaureate degree at another institution)</li>  </ul>  <p>At the Post-Baccalaureate level, Student Class distinguishes visiting students from the remaining students.</p>  <p>At the Graduate level, Student Class distinguishes between:</p>  <ul>  <li>Master students</li>  <li>Educational specialist students</li>  <li>Doctoral students</li>  <li>Practice doctorate students</li>  <li>Graduate non-matriculated students</li>  <li>Visiting students</li>  </ul>  <p>Finally, at the professional level, Student Class is an indicator of a student's year in the program (1 through 4), or the student's visitor status.&nbsp;</p>",Student Grade Report by Major,135
Student Ethnicity,"<p>Student Ethnicity refers to whether a student identifies as Hispanic/Latino or not. Hispanic/Latino means a person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race.</p>",Student Grade Report by Major,135
Student Race-Ethnicity,"<p>The federal government requires the UW to report on Student Race and Student Ethnicity in combination, in the following seven categories:</p>  <ol>  <li>Hispanic/Latino of any race; and, for individuals who are non-Hispanic/Latino only:</li>  <li>American Indian or Alaska Native,</li>  <li>Asian,</li>  <li>Black or African American,</li>  <li>Native Hawaiian or Other Pacific Islander,</li>  <li>White, and</li>  <li>Two or more races (students who have identified with more than one of the groups listed under bullets 2 through 6)</li>  </ol>",Student Grade Report by Major,135
Quarterly Grade Point Average,A Quarterly GPA is an average of student grades weighted by the number of credits associated with each grade. It serves as a measure of the student's academic performance during a single quarter. It is expressed on a decimal scale from 0.00 to 4.00. Contrast Quarterly GPA with Degree GPA.<br>,Student Grade Report by Major,135
Resident,"<p>A Student Resident of Washington state, for tuition and fee purposes, is determined according to the Washington Administrative Code (WAC) 250-18-020: <a title=""Follow link"" href=""http://apps.leg.wa.gov/WAC/default.aspx?cite=250-18-020"">http://apps.leg.wa.gov/WAC/default.aspx?cite=250-18-020</a></p>",Student Grade Report by Major,135
Student Number,"Student Number is a unique, numerical student identifier issued during the admission process.",Student Grade Report by Major,135
Student Name,"<p>Student Name is an identifier captured during the application process using MyGrad, on-line application for undergraduates, or paper applications. This name is considered the name of record.</p>",Student Grade Report by Major,135
UW Student Email Address,A UW student email address is created for a student through Identity and Access Management (IAM) and Student Systems processes. The email address consists of a student-generated alias and a specific UW domain.,Student Grade Report by Major,135
Student Birth Date,"The date of birth of the student in the format of four digit year, month, and day.",Student Grade Report by Major,135
New Continuing Returning,This term is retired (cancelled),Student Grade Report by Major,135
Family Educational Rights and Privacy Act,"<p>The Family Educational Rights and Privacy Act (FERPA) is a federal law that affords parents the right to have access to their children's education records, the right to seek to have the records amended, and the right to consent to the disclosure of personally identifiable information from education records, except as provided by law. When a student turns 18 years old, or enters a postsecondary institution at any age, the rights under FERPA transfer from the parents to the student (eligible student). FERPA applies to schools that receive funds under any program administered by the Secretary of Education. Education records are records that are 1) directly related to a student; and 2) maintained by an educational agency or institution or by a party acting for the agency or institution.</p>",Student Grade Report by Major,135
Minor,"<p>A minor is a transcriptable additional area of specialization (25-35 credits) for undergraduates only. Students are not required to have a minor, but may complete up to three in addition to a major.</p>",Student Transcript Detail,8
Program of Study,"<p>A prescribed grouping of learning units such as courses, activities, competencies, learning objectives, and/or institutional/core requirements that are intended to facilitate the understanding of a particular body of knowledge. Programs may also include requirements as to the order, timing, performance, and results (e.g. GPA) of the grouping of learning units that make up a program. The end result of a completed program is an acknowledged level of accomplishment or a credential (e.g. certificate, degree, minor).</p>",Student Transcript Detail,8
Major,<p>A major is a specific field of study into which a student matriculates.</p>,Student Transcript Detail,8
Honors Course,"An Honors Course is any course that is offered through the Honors Program (under HONORS prefix) or is offered through a different department with a corresponding Honors section. Honors Prefix courses are managed by the Honors Program, while Honors Courses offered through other departments are coordinated with Honors but are not managed by the Honors Program. Honors Courses are typically restricted to Honors Students, unless permission has been given to register for the course.",Student Transcript Detail,8
Student Race-Ethnicity,"<p>The federal government requires the UW to report on Student Race and Student Ethnicity in combination, in the following seven categories:</p>  <ol>  <li>Hispanic/Latino of any race; and, for individuals who are non-Hispanic/Latino only:</li>  <li>American Indian or Alaska Native,</li>  <li>Asian,</li>  <li>Black or African American,</li>  <li>Native Hawaiian or Other Pacific Islander,</li>  <li>White, and</li>  <li>Two or more races (students who have identified with more than one of the groups listed under bullets 2 through 6)</li>  </ol>",Student Transcript Detail,8
Student Ethnicity,"<p>Student Ethnicity refers to whether a student identifies as Hispanic/Latino or not. Hispanic/Latino means a person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race.</p>",Student Transcript Detail,8
Grading System,"The methodology used for determining and recording a student's completion or achievement level in a course. Each Grading System may have its own set of Grades to signify different accomplishment or completion levels. The combination of the Grading System and the Grade determines whether or not a student receives Academic Credit for a course. In the case of the Audit Grading System, there is no Grade given and it never awards Academic Credit even after successful completion of the course.",Student Transcript Detail,8
UW Grade Point Average,"The University's grade point average is a weighted average of student grades that serves as a measure of the student's academic performance during a quarter, from the beginning of the student's studies at a given level (Cumulative GPA), or upon graduation (Degree GPA). It is expressed on a decimal scale from 0.00 to 4.00.<br>",Student Transcript Detail,8
Grade,<p>A university-recognized symbol signifying a student's performance level in a course. Only decimal-reported grades are used to derive cumulative grade points to calculate GPA.</p>,Student Transcript Detail,8
Academic Credit,<p>Academic Credit is a basic measure of progress toward the completion of an academic program. It is assigned to a course by an academic department and approved by the University.&nbsp,Student Transcript Detail,8
Course Section,"Course instruction is provided&nbsp;in Course Sections. Students who wish to&nbsp;enroll in&nbsp;a given Course do so by registering for a Course Section displayed in the time schedule. Course Sections are identified by a distinct combination of year, quarter, curriculum code, course number, and section id. Note that not all Course Sections represent unique physical instantiations of instruction. See the definition of Joint Course Section for further details.",Student Transcript Detail,8
Course,"<p>The Course is the principal vehicle for delivering education to students at the university and is organized around a specific topic of study. Courses are described and defined in the Course Catalog. At the University of Washington, each course is identified by a combination of course campus, Curriculum, and number. In order to be open for student registration, the course must first be approved by the University's curriculum committee. Students who wish to enroll in a given Course do so by registering for a Course Section displayed in the Time Schedule.</p>",Student Transcript Detail,8
Transfer Credit,Transfer Credit is credit earned at another institution that is accepted by the UW and may be applied toward a degree.<br>,Student Transcript Detail,8
Transcript,"<p>?A student's transcript is&nbsp;a permanent academic record of courses taken, grades and degrees received, academic status, and honors.</p>",Student Transcript Detail,8
Course Number,"Course Number is a 3-digit number used in conjunction with a Curriculum code to&nbsp;identify a specific course. For Example: DXARTS 452 refers to the course&nbsp;""Experiments in Digital Video: The Architecture of Time II"" within the ""Digital Arts&nbsp;and Experimental Media"" (DXARTS) Curriculum.",Student Transcript Detail,8
Curriculum,"An academic discipline or body of knowledge, e.g.&nbsp;biology, astronomy, linguistics, or music. Curriculum abbreviations or codes are commonly used as part of a course identifier to classify course offerings according to their academic discipline. For example, the course BIOL 101 belongs to the Biology curriculum.",Student Transcript Detail,8
Student Number,"Student Number is a unique, numerical student identifier issued during the admission process.",Student Transcript Detail,8
Academic Quarter,"The University of Washington operates on the quarter system. Within an Academic Year, the sequence of Academic Quarters is: Summer, Fall, Winter, Spring.&nbsp;The Academic Calendar specifies the? schedule of the Academic Quarters within a given year.<br>",Student Transcript Detail,8
Academic Year,"<p>Academic Year begins with the Summer quarter and includes the following Fall, Winter and Spring quarters. Example: Academic Year 2002-03 is Summer 2002, Fall 2002, Winter 2003 and Spring 2003.</p>",Student Transcript Detail,8
Student Ethnicity,"<p>Student Ethnicity refers to whether a student identifies as Hispanic/Latino or not. Hispanic/Latino means a person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race.</p>",Study Abroad Students by Unit,160
Resident,"<p>A Student Resident of Washington state, for tuition and fee purposes, is determined according to the Washington Administrative Code (WAC) 250-18-020: <a title=""Follow link"" href=""http://apps.leg.wa.gov/WAC/default.aspx?cite=250-18-020"">http://apps.leg.wa.gov/WAC/default.aspx?cite=250-18-020</a></p>",Study Abroad Students by Unit,160
